review_title,review_text,location,review_score,sentiment,v_scores,polarity
stay was great / shares sales director poor,stay was great. your shares sales director was terrible. made us feel so uncomfortable,US,1,0,"{'neg': 0.284, 'neu': 0.439, 'pos': 0.277, 'compound': -0.0429}",-0.0429
wouldn’t recommend,The condos are usually nice from what I have experienced. They are difficult to work with and it’s usually make it confusing.  I also do not like them calling me.,US,1,0,"{'neg': 0.184, 'neu': 0.736, 'pos': 0.079, 'compound': -0.4039}",-0.4039
Not Happy,"1. We stayed in virgina beach.2. We was there 5 days not 1 time was our room cleaned or dirty towel picked up neather was our trash I was told there is a  shoot in the hall you need to take your own trash to. They do not provide Maid service unless you are there for more then 7 days, if you want to before then you have to pay for it.3. They promised a free gift. There free gift was a packet of coupons that you can obtain on every corner of the beach. 4. They call you over to this concierge desk directly after checking in. They tell you they are having a open house , and just for going and viewing the property you will get a cruise. We was also told to bring a ID and a Major credit card. We decided not to go, that morning I got a phone call to a very nasty guy who said "" you missed you appointment you will need to pay now because I set this up on  good faith  that you would show up"".5. We paid 15$ a day to park every time we went to get out of their parking lot key Cards didnt work and we had to pay. 10$ to get out.We bring this to the front desk attention where we are told they dont own the parking lot it is a 3rd party.6. They charge daily resort fees of 27$ which they charges 2 separate cards 5x each so that is 10x on a 4 day stay. Some of the cheaper non resort fee hotels had better patio furniture just as beautiful view with out all the mark up fee.After ne writing this review I got back home only to have my credit card charge $689.00 from Turtle cay resorts for a hotel night I didn't stay there on getting your money back in not happening never even got a I'm sorry.Virginia beach  is beautiful we will be back we just WILL NOT  BE STAYING AT THE DIAMOND RESORTS IN THIS AREA.",US,1,0,"{'neg': 0.046, 'neu': 0.847, 'pos': 0.107, 'compound': 0.9765}",0.9765
Friendly staff.,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Amazing place to stay with friends…,Amazing place to stay with friends family,US,5,2,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.7845}",0.7845
I'm not sure on what I am rating here,I'm not sure on what I am rating here!  I booked online and have not stayed there yet.,US,4,2,"{'neg': 0.117, 'neu': 0.883, 'pos': 0.0, 'compound': -0.308}",-0.308
I had a wonderful experience at the…,"I had a wonderful experience at the resort. The only problem is when I went to the timeshare presentation, when you tell them no, they keep insisting that you buy into the timeshare. Once a person says no, that should be good enough. Don't keep pushing the issue, because now your just irritating the person.",US,3,1,"{'neg': 0.09, 'neu': 0.806, 'pos': 0.104, 'compound': 0.2263}",0.2263
Great holidays in quality…,"Great holidays in quality accommodation, with staff who have passion for their work.  Just wish they could fix availability, within DRI for the European resorts!!",US,4,2,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.9183}",0.9183
I have fould that Diamond resorts sales…,I have fould that Diamond resorts sales people are less likely to be looking for your best interest and more searching what works best for the sales person and Diamond resorts.I was a Gold level member and was convinced to purchase a sampler package whihc I later found out was a Silver level sampler.The sales person convinced me that this would give me platinum level membership for severl years -- I later discovered this not to be true.,US,2,0,"{'neg': 0.025, 'neu': 0.745, 'pos': 0.23, 'compound': 0.9599}",0.9599
no dogs should be allowed what so ever,"no dogs should be allowed what so ever, Im alergic to animals and just the sight of them my allergies flare up. the people that are not members do not take care of the properties they are here once and gone its not fair that our maint.fees go up because of this. also if we are owners why are you renting like a hotel to others at 59.00 a day.the gold course is not in the best of shape.",US,5,2,"{'neg': 0.117, 'neu': 0.854, 'pos': 0.029, 'compound': -0.7689}",-0.7689
Avoid Diamond Resorts,"Since Diamond took over Club Intrawest and renamed it Embarc, it has not been good AT ALL.  Many people have left and they have ruined Extraordinary Escapes by hacking up the prices.  I would not recommend them.",US,2,0,"{'neg': 0.175, 'neu': 0.735, 'pos': 0.09, 'compound': -0.5742}",-0.5742
We have had some really great vacations…,We have had some really great vacations at our Diamond timeshare resorts.  So glad to be able to take advantage of the program.,US,4,2,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.9129}",0.9129
Orlando Grande Villas by DR,"Stayed at Grande Villas by DR for 10 nights. Beautiful apartment, the heated pool and jacuzzi were top notch after walking all day at the orlando outlets and theme parks. The room is good for 2 adults. Kitchen fully equipped, we made breakfast every morning. No noise at night. The pool view is amazing. Rented a car, which made it easier to transport ourselves around, always found a parking spot right in front of the apartment. The mini market on site is really convenient and the food is good. Pretty close to everything, restaurants, pharmacy, bars, gas station. The people are im charge are really nice! They were not pushy at all with the time share that everyone talks about in other reviews. If I go back to Orlando, I will definitely stay at Grande Villas again.",US,5,2,"{'neg': 0.014, 'neu': 0.788, 'pos': 0.198, 'compound': 0.9803}",0.9803
The location and the accommodations was…,The location and the accommodations was phenomenal.,US,5,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
I hate the scam sales tactics everytime…,I hate the scam sales tactics everytime we visit a property.,US,1,0,"{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.8126}",-0.8126
We have stayed at mystic dunes 5 times…,"We have stayed at mystic dunes 5 times and never had any issues. This past visit was horrible. Drug use in parking lot, broken AC, human feces tracked all over the pool area just to name a few. Not sure we will ever be back.",US,2,0,"{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.8206}",-0.8206
n/a1,Need more places in western fl. la.,US,4,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Diamond Not 5 Star Now,"Diamond would have received 5 stars if my timeshare had remained ""Exclusive"" as it was when I first joined.   Now we have hotel guests who are paying less than our fees and getting to use our resorts.  My favourite resort in Europe is Sunset View in Tenerife and in UK it is Kenmore in Scotland.  It is time that Diamond tried to encourage new members and stop asking current members to buy more points at excessive prices.",US,4,2,"{'neg': 0.026, 'neu': 0.859, 'pos': 0.115, 'compound': 0.7506}",0.7506
Good facility but little bit…,Good facility but little bit insufficient care... if there was faster response to request for light in the night spa..Overroll good resort.,US,4,2,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.8659}",0.8659
money grubbing,"money grubbing, liars",US,1,0,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.5267}",-0.5267
Very nice,Very nice! And helpful! Will recommend to others!,US,5,2,"{'neg': 0.0, 'neu': 0.344, 'pos': 0.656, 'compound': 0.8602}",0.8602
Great resort and very friendly customer…,Great resort and very friendly customer service representative,US,5,2,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.8221}",0.8221
Everything was very good!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Everything was  so nice including room,"Everything was  so nice including room, staff and pool!",US,5,2,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.6005}",0.6005
Very nice,Very nice convenient to the board walk,US,5,2,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.4754}",0.4754
It's very hard for me to get a…,"It's very hard for me to get a reservation when I need it, I tried 3 months in advance and no available time,  tried 4 month's no go, tried 6 months and gave up , my guess is that maybe it's only for those that work for Dimond resort and their family but I could be wrong.",US,1,0,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.7715}",-0.7715
